Principal Commodity,Country,Unit,Quantity 2011-12,Value (INR) 2011-12,Quantity 2012-13*,Value (INR) 2012-13*
RESIDL CHEMICL n ALLIED PRDCTS,GUINEA,,0,50063443,0,7440238
RESIDL CHEMICL n ALLIED PRDCTS,GUINEA BISSAU,,0,333881,0,123656
RESIDL CHEMICL n ALLIED PRDCTS,GUYANA,,0,3318308,0,881023
RESIDL CHEMICL n ALLIED PRDCTS,HAITI,,0,2802294,0,2672010
RESIDL CHEMICL n ALLIED PRDCTS,HONDURAS,,0,745401,0,1745522
RESIDL CHEMICL n ALLIED PRDCTS,HONG KONG,,0,147003099,0,237240185
RESIDL CHEMICL n ALLIED PRDCTS,HUNGARY,,0,46708595,0,377581886
RESIDL CHEMICL n ALLIED PRDCTS,ICELAND,,0,1590938,0,208758
RESIDL CHEMICL n ALLIED PRDCTS,INDONESIA,,0,2714666211,0,3346380040
RESIDL CHEMICL n ALLIED PRDCTS,IRAN,,0,2104176548,0,2953964933
RESIDL CHEMICL n ALLIED PRDCTS,IRAQ,,0,59819955,0,76513572
RESIDL CHEMICL n ALLIED PRDCTS,IRELAND,,0,247397108,0,808251498
RESIDL CHEMICL n ALLIED PRDCTS,ISRAEL,,0,765828812,0,1064963799
RESIDL CHEMICL n ALLIED PRDCTS,ITALY,,0,1832508456,0,2324365080
RESIDL CHEMICL n ALLIED PRDCTS,COTE D' IVOIRE,,0,48766801,0,37315793
RESIDL CHEMICL n ALLIED PRDCTS,JAMAICA,,0,1822268,0,6065065
RESIDL CHEMICL n ALLIED PRDCTS,JAPAN,,0,2673501996,0,3373596114
RESIDL CHEMICL n ALLIED PRDCTS,JORDAN,,0,42462473,0,99912895
RESIDL CHEMICL n ALLIED PRDCTS,KAZAKHSTAN,,0,37948879,0,13986390
RESIDL CHEMICL n ALLIED PRDCTS,KENYA,,0,402243543,0,577689901
RESIDL CHEMICL n ALLIED PRDCTS,KIRIBATI REP,,0,1686969,0,0
RESIDL CHEMICL n ALLIED PRDCTS,KOREA DP RP,,0,58338205,0,74886591
RESIDL CHEMICL n ALLIED PRDCTS,KYRGHYZSTAN,,0,1298215,0,301659
RESIDL CHEMICL n ALLIED PRDCTS,KOREA RP,,0,1233082349,0,1343274155
RESIDL CHEMICL n ALLIED PRDCTS,KUWAIT,,0,304262396,0,328976232
RESIDL CHEMICL n ALLIED PRDCTS,LAO PD RP,,0,261027,0,0
RESIDL CHEMICL n ALLIED PRDCTS,LATVIA,,0,33889931,0,10622834
RESIDL CHEMICL n ALLIED PRDCTS,LEBANON,,0,23060899,0,57313420
RESIDL CHEMICL n ALLIED PRDCTS,LESOTHO,,0,0,0,10864
RESIDL CHEMICL n ALLIED PRDCTS,LIBERIA,,0,17597644,0,13682120
RESIDL CHEMICL n ALLIED PRDCTS,LIBYA,,0,1104209,0,19368425
RESIDL CHEMICL n ALLIED PRDCTS,LIECHTENSTEIN,,0,0,0,38118
RESIDL CHEMICL n ALLIED PRDCTS,LITHUANIA,,0,2932410,0,16734267
RESIDL CHEMICL n ALLIED PRDCTS,MACAO,,0,49582,0,18288
RESIDL CHEMICL n ALLIED PRDCTS,MACEDONIA,,0,292629,0,2316185
RESIDL CHEMICL n ALLIED PRDCTS,MADAGASCAR,,0,28578795,0,7825144
RESIDL CHEMICL n ALLIED PRDCTS,MALAWI,,0,3732188,0,4455309
RESIDL CHEMICL n ALLIED PRDCTS,MALAYSIA,,0,3209101188,0,1884818106
RESIDL CHEMICL n ALLIED PRDCTS,MALDIVES,,0,19260616,0,23728574
RESIDL CHEMICL n ALLIED PRDCTS,MALI,,0,924423,0,2401985
RESIDL CHEMICL n ALLIED PRDCTS,MALTA,,0,11341511,0,42461976
RESIDL CHEMICL n ALLIED PRDCTS,MAURITANIA,,0,11063,0,51752
RESIDL CHEMICL n ALLIED PRDCTS,MAURITIUS,,0,40535189,0,51296513
RESIDL CHEMICL n ALLIED PRDCTS,MYANMAR,,0,31154160,0,70254420
RESIDL CHEMICL n ALLIED PRDCTS,MEXICO,,0,485146233,0,630426856
RESIDL CHEMICL n ALLIED PRDCTS,MOLDOVA,,0,266159,0,306497
RESIDL CHEMICL n ALLIED PRDCTS,MONGOLIA,,0,0,0,1178310
RESIDL CHEMICL n ALLIED PRDCTS,MOROCCO,,0,284496273,0,171347799
RESIDL CHEMICL n ALLIED PRDCTS,MOZAMBIQUE,,0,21548984,0,47815410
RESIDL CHEMICL n ALLIED PRDCTS,NAMIBIA,,0,8505279,0,3698616
RESIDL CHEMICL n ALLIED PRDCTS,NEPAL,,0,365697349,0,270805262
RESIDL CHEMICL n ALLIED PRDCTS,NETHERLAND,,0,3425762946,0,3644665750
RESIDL CHEMICL n ALLIED PRDCTS,NETHERLANDANTIL,,0,2952952,0,30178
RESIDL CHEMICL n ALLIED PRDCTS,NEW CALEDONIA,,0,112983523,0,76517762
RESIDL CHEMICL n ALLIED PRDCTS,NEW ZEALAND,,0,72061783,0,77769992
RESIDL CHEMICL n ALLIED PRDCTS,NICARAGUA,,0,46501,0,188569
RESIDL CHEMICL n ALLIED PRDCTS,NIGER,,0,177898,0,0
RESIDL CHEMICL n ALLIED PRDCTS,NIGERIA,,0,587755028,0,885885261
RESIDL CHEMICL n ALLIED PRDCTS,NORFOLK IS,,0,7942828,0,0
RESIDL CHEMICL n ALLIED PRDCTS,NORWAY,,0,188984029,0,179651686
RESIDL CHEMICL n ALLIED PRDCTS,OMAN,,0,1093189104,0,769611071
RESIDL CHEMICL n ALLIED PRDCTS,PAKISTAN IR,,0,1977412860,0,2114618717
RESIDL CHEMICL n ALLIED PRDCTS,PANAMA REPUBLIC,,0,18813145,0,11646927
RESIDL CHEMICL n ALLIED PRDCTS,PAPUA N GNA,,0,1022172,0,6850363
RESIDL CHEMICL n ALLIED PRDCTS,PARAGUAY,,0,6366148,0,11319558
RESIDL CHEMICL n ALLIED PRDCTS,PERU,,0,44156266,0,39285677
RESIDL CHEMICL n ALLIED PRDCTS,PHILIPPINES,,0,695532943,0,300692920
RESIDL CHEMICL n ALLIED PRDCTS,POLAND,,0,192250505,0,205071069
RESIDL CHEMICL n ALLIED PRDCTS,PORTUGAL,,0,62848020,0,87127352
RESIDL CHEMICL n ALLIED PRDCTS,EAST TIMOR,,0,124388,0,0
RESIDL CHEMICL n ALLIED PRDCTS,PUERTO RICO,,0,5459,0,0
RESIDL CHEMICL n ALLIED PRDCTS,QATAR,,0,67643583,0,85498825
RESIDL CHEMICL n ALLIED PRDCTS,REUNION,,0,15134857,0,11426609
RESIDL CHEMICL n ALLIED PRDCTS,ROMANIA,,0,72029821,0,69092438
RESIDL CHEMICL n ALLIED PRDCTS,RUSSIA,,0,356106831,0,321716871
RESIDL CHEMICL n ALLIED PRDCTS,RWANDA,,0,3294036,0,20221144
RESIDL CHEMICL n ALLIED PRDCTS,SAUDI ARAB,,0,1022237320,0,989147560
RESIDL CHEMICL n ALLIED PRDCTS,SENEGAL,,0,18403096,0,14022222
RESIDL CHEMICL n ALLIED PRDCTS,SERBIA MONTNGRO,,0,14224909,0,71144299
RESIDL CHEMICL n ALLIED PRDCTS,SEYCHELLES,,0,2176278,0,1562422
RESIDL CHEMICL n ALLIED PRDCTS,SIERRA LEONE,,0,2307873,0,6857257
RESIDL CHEMICL n ALLIED PRDCTS,SLOVAK REP,,0,2294911,0,26532852
RESIDL CHEMICL n ALLIED PRDCTS,SINGAPORE,,0,1208861006,0,2001397836
RESIDL CHEMICL n ALLIED PRDCTS,SLOVENIA,,0,90655604,0,75104494
RESIDL CHEMICL n ALLIED PRDCTS,SOMALIA,,0,368760,0,60512
RESIDL CHEMICL n ALLIED PRDCTS,SOUTH AFRICA,,0,930696201,0,801335669
RESIDL CHEMICL n ALLIED PRDCTS,SPAIN,,0,1231966441,0,1823966480
RESIDL CHEMICL n ALLIED PRDCTS,SRI LANKA DSR,,0,692277328,0,718770258
RESIDL CHEMICL n ALLIED PRDCTS,SUDAN,,0,74538150,0,95614069
RESIDL CHEMICL n ALLIED PRDCTS,SURINAME,,0,7462615,0,1160
RESIDL CHEMICL n ALLIED PRDCTS,SWAZILAND,,0,617789,0,854722
RESIDL CHEMICL n ALLIED PRDCTS,SWEDEN,,0,360906572,0,442211819
RESIDL CHEMICL n ALLIED PRDCTS,SWITZERLAND,,0,1628954095,0,1783803188
RESIDL CHEMICL n ALLIED PRDCTS,SYRIA,,0,129906967,0,63175086
RESIDL CHEMICL n ALLIED PRDCTS,TAJIKISTAN,,0,2728,0,0
RESIDL CHEMICL n ALLIED PRDCTS,TANZANIA REP,,0,230937873,0,597413864
RESIDL CHEMICL n ALLIED PRDCTS,THAILAND,,0,2307563308,0,1711153769
RESIDL CHEMICL n ALLIED PRDCTS,TOGO,,0,49544425,0,9773213
RESIDL CHEMICL n ALLIED PRDCTS,TONGA,,0,1863,0,0
RESIDL CHEMICL n ALLIED PRDCTS,TRINIDAD,,0,3077557,0,3160286
RESIDL CHEMICL n ALLIED PRDCTS,TUNISIA,,0,32724584,0,33835645
RESIDL CHEMICL n ALLIED PRDCTS,TURKEY,,0,1685843052,0,1825931116
RESIDL CHEMICL n ALLIED PRDCTS,TURKMENISTAN,,0,1199309,0,9239730
RESIDL CHEMICL n ALLIED PRDCTS,UGANDA,,0,67781526,0,54870662
RESIDL CHEMICL n ALLIED PRDCTS,U ARAB EMTS,,0,2615703715,0,2813653379
RESIDL CHEMICL n ALLIED PRDCTS,U K,,0,2480837259,0,2345824102
RESIDL CHEMICL n ALLIED PRDCTS,UKRAINE,,0,103654052,0,125324011
RESIDL CHEMICL n ALLIED PRDCTS,U S A,,0,11051291208,0,11610659484
RESIDL CHEMICL n ALLIED PRDCTS,URUGUAY,,0,32178850,0,42284215
RESIDL CHEMICL n ALLIED PRDCTS,UZBEKISTAN,,0,27362164,0,15931500
RESIDL CHEMICL n ALLIED PRDCTS,VENEZUELA,,0,89370054,0,98573932
RESIDL CHEMICL n ALLIED PRDCTS,VIETNAM SOC REP,,0,1370340320,0,1240200403
RESIDL CHEMICL n ALLIED PRDCTS,YEMEN REPUBLC,,0,215172923,0,107678972
RESIDL CHEMICL n ALLIED PRDCTS,CONGO D. REP.,,0,225568,0,19801896
RESIDL CHEMICL n ALLIED PRDCTS,ZAMBIA,,0,115544176,0,43250680
RESIDL CHEMICL n ALLIED PRDCTS,ZIMBABWE,,0,15104925,0,3701786
RESIDL CHEMICL n ALLIED PRDCTS,UNSPECIFIED,,0,189194787,0,30421137
FERRO ALLOYS,AFGHANISTAN TIS,TON,0,0,54,2747574
FERRO ALLOYS,ANGOLA,TON,268,17482915,390,24693676
FERRO ALLOYS,ARGENTINA,TON,1276,74634065,6505,368655687
FERRO ALLOYS,AUSTRALIA,TON,114,8539461,66,5213575
FERRO ALLOYS,AUSTRIA,TON,265,10461392,0,0
FERRO ALLOYS,BAHARAIN IS,TON,9,1636551,2815,190852639
FERRO ALLOYS,BANGLADESH PR,TON,2332,117621571,7807,400796134
FERRO ALLOYS,BELGIUM,TON,7184,304971078,12363,709350430
FERRO ALLOYS,BHUTAN,TON,321,14066018,991,54701293
FERRO ALLOYS,BRAZIL,TON,3570,285982402,4232,352418649
FERRO ALLOYS,BULGARIA,TON,14203,761157421,35636,1986886138
FERRO ALLOYS,CAMEROON,TON,1058,53263202,1203,69179331
FERRO ALLOYS,CANADA,TON,4439,261724263,1684,90529561
FERRO ALLOYS,CHILE,TON,3834,283665839,4770,364766549
FERRO ALLOYS,TAIWAN,TON,86355,4564767823,126259,7003718418
FERRO ALLOYS,CHINA P RP,TON,262806,13921072709,248993,15466050177
FERRO ALLOYS,COLOMBIA,TON,3142,176475222,5851,349774673
FERRO ALLOYS,CONGO P REP,TON,169,9568142,57,2855125
FERRO ALLOYS,CROATIA,TON,120,5847856,1125,62580220
FERRO ALLOYS,CUBA,TON,751,42707023,672,44187801
FERRO ALLOYS,CZECH REPUBLIC,TON,326,23156933,218,15111943
FERRO ALLOYS,DJIBOUTI,TON,339,18918422,275,16469701
FERRO ALLOYS,ECUADOR,TON,3510,201494715,3696,226774881
FERRO ALLOYS,EGYPT A RP,TON,6270,379535957,22606,1388700471
FERRO ALLOYS,EL SALVADOR,TON,648,34757606,972,58710952
FERRO ALLOYS,ESTONIA,TON,54,2720230,27,1512482
FERRO ALLOYS,ETHIOPIA,TON,1304,68545306,1990,126488902
FERRO ALLOYS,FINLAND,TON,134,19077691,311,19195684
FERRO ALLOYS,FRANCE,TON,1238,76962497,1086,68066472
FERRO ALLOYS,GEORGIA,TON,0,0,34,1914500
FERRO ALLOYS,GERMANY,TON,244,18657425,703,53455408
FERRO ALLOYS,GHANA,TON,917,49621638,765,42995269
FERRO ALLOYS,GREECE,TON,6914,344736728,7692,457677242
FERRO ALLOYS,GUATEMALA,TON,0,0,998,58148428
FERRO ALLOYS,GUINEA,TON,0,0,0,3608
FERRO ALLOYS,GUYANA,TON,0,0,0,8820
FERRO ALLOYS,HAITI,TON,270,13043907,0,0
FERRO ALLOYS,HONG KONG,TON,8074,461837829,0,8426
FERRO ALLOYS,INDONESIA,TON,8067,448325158,7800,486395033
FERRO ALLOYS,IRAN,TON,40937,2596214618,30275,2074735718
FERRO ALLOYS,IRAQ,TON,117,5823434,1194,67520105
FERRO ALLOYS,IRELAND,TON,0,0,5,369766
FERRO ALLOYS,ISRAEL,TON,3686,209184502,5715,356760463
FERRO ALLOYS,ITALY,TON,147462,7653417786,158022,8539943726
FERRO ALLOYS,COTE D' IVOIRE,TON,760,38628348,908,50486574
FERRO ALLOYS,JAPAN,TON,169032,9418852961,214867,12967873786
FERRO ALLOYS,JORDAN,TON,1208,62303112,2120,120594257
FERRO ALLOYS,KENYA,TON,4088,209270488,3306,192604158
FERRO ALLOYS,KOREA DP RP,TON,10022,588295685,1141,71775830
FERRO ALLOYS,KYRGHYZSTAN,TON,0,0,54,3104714
FERRO ALLOYS,KOREA RP,TON,251904,14870177444,223384,14125459365
FERRO ALLOYS,KUWAIT,TON,4939,339909579,2522,152806347
FERRO ALLOYS,LEBANON,TON,81,3982770,48,2440592
FERRO ALLOYS,LIBERIA,TON,102,5964900,0,0
FERRO ALLOYS,LITHUANIA,TON,4764,270392684,8197,487147142
FERRO ALLOYS,LUXEMBOURG,TON,237,15888224,0,0
FERRO ALLOYS,MALAYSIA,TON,28546,1585768825,28591,2254976417
FERRO ALLOYS,MALI,TON,27,1548396,128,8006223
FERRO ALLOYS,MAURITIUS,TON,292,21598436,404,34322109
FERRO ALLOYS,MYANMAR,TON,168,9797088,81,7879682
FERRO ALLOYS,MEXICO,TON,6416,382651814,14489,930374236
FERRO ALLOYS,MOROCCO,TON,750,36113325,5015,288318507
FERRO ALLOYS,MOZAMBIQUE,TON,100,4683376,187,88090268
FERRO ALLOYS,NEPAL,TON,4004,128759352,1353,67009460
FERRO ALLOYS,NETHERLAND,TON,116917,6526763820,138420,7609477136
FERRO ALLOYS,NEW ZEALAND,TON,1324,72945137,3795,227078413
FERRO ALLOYS,NIGER,TON,81,6320298,0,0
FERRO ALLOYS,NIGERIA,TON,12846,652945279,19402,1081204376
FERRO ALLOYS,NORWAY,TON,27,1344270,0,0
FERRO ALLOYS,OMAN,TON,4985,304009431,6188,412216100
FERRO ALLOYS,PAKISTAN IR,TON,19749,996962766,22636,1199724451
FERRO ALLOYS,PERU,TON,3270,187052734,7221,420992129
FERRO ALLOYS,PHILIPPINES,TON,6614,279722884,7111,396351566
FERRO ALLOYS,POLAND,TON,1724,126519359,494,34186943
FERRO ALLOYS,PORTUGAL,TON,956,54202196,1326,72633983
FERRO ALLOYS,QATAR,TON,8315,353795843,11766,683527014
FERRO ALLOYS,ROMANIA,TON,3427,180909173,5689,322798478
FERRO ALLOYS,RUSSIA,TON,4416,225233980,2118,126036490
FERRO ALLOYS,RWANDA,TON,97,4925397,126,7569631
FERRO ALLOYS,SAUDI ARAB,TON,14497,687679954,21435,1419818852
FERRO ALLOYS,SENEGAL,TON,0,0,270,15405570
FERRO ALLOYS,SEYCHELLES,TON,1,75547,0,0
FERRO ALLOYS,SINGAPORE,TON,7194,398725462,5563,311811712
FERRO ALLOYS,SLOVENIA,TON,13235,752934120,6302,396498841
FERRO ALLOYS,SOUTH AFRICA,TON,580,42375911,1052,89350478
FERRO ALLOYS,SPAIN,TON,8057,359484918,12277,620016122
FERRO ALLOYS,SRI LANKA DSR,TON,3828,206013019,3622,226637796
FERRO ALLOYS,SUDAN,TON,1378,74589281,1132,67979965
FERRO ALLOYS,SURINAME,TON,51,3010150,68,3929111
FERRO ALLOYS,SWEDEN,TON,280,20187533,142,7495027
FERRO ALLOYS,SWITZERLAND,TON,0,0,0,1025
FERRO ALLOYS,SYRIA,TON,1455,81551355,702,44380066
FERRO ALLOYS,TANZANIA REP,TON,1081,58744126,946,54992125
FERRO ALLOYS,THAILAND,TON,40277,2121575619,45051,2593818878
FERRO ALLOYS,TUNISIA,TON,1001,54246234,1000,57697486
FERRO ALLOYS,TURKEY,TON,61653,3058679376,79633,4589459596
FERRO ALLOYS,UGANDA,TON,1709,84601465,1695,91944119
FERRO ALLOYS,U ARAB EMTS,TON,12565,653358114,18558,2367040094
FERRO ALLOYS,U K,TON,2209,151673144,1080,81050241
FERRO ALLOYS,UKRAINE,TON,42149,2301933514,24089,1372914468
FERRO ALLOYS,U S A,TON,19783,1146438769,17760,1442749914
FERRO ALLOYS,VENEZUELA,TON,0,0,18,1878534
FERRO ALLOYS,VIETNAM SOC REP,TON,1934,89421872,9589,529114972
FERRO ALLOYS,YEMEN REPUBLC,TON,1891,97944454,2457,144960617
FERRO ALLOYS,CONGO D. REP.,TON,0,0,150,9969962
FERRO ALLOYS,ZAMBIA,TON,1,20748,0,0
FERRO ALLOYS,UNSPECIFIED,TON,968,37548080,1595,95307696
ALUMINIUM  OTHR THAN PRDCTS,AFGHANISTAN TIS,KGS,1079,799263,106000,15986562
ALUMINIUM  OTHR THAN PRDCTS,ALBANIA,KGS,245000,30296113,1872000,234978119
ALUMINIUM  OTHR THAN PRDCTS,ANGOLA,KGS,12600,2278854,17750,3371198
ALUMINIUM  OTHR THAN PRDCTS,ARGENTINA,KGS,8200,1695048,15426,3035511
ALUMINIUM  OTHR THAN PRDCTS,AUSTRALIA,KGS,48286,8391557,3373,557149
ALUMINIUM  OTHR THAN PRDCTS,AUSTRIA,KGS,11204,2818823,3569,1261256
ALUMINIUM  OTHR THAN PRDCTS,BAHARAIN IS,KGS,20696,641484,0,0
ALUMINIUM  OTHR THAN PRDCTS,BANGLADESH PR,KGS,9580463,1105562143,19896988,2354628828
ALUMINIUM  OTHR THAN PRDCTS,BELGIUM,KGS,648481,116264820,356508,81736687
ALUMINIUM  OTHR THAN PRDCTS,BRAZIL,KGS,715050,84203092,1498000,182143414
ALUMINIUM  OTHR THAN PRDCTS,BULGARIA,KGS,0,0,2495000,299654703
ALUMINIUM  OTHR THAN PRDCTS,CAMBODIA,KGS,52,7082,0,0
ALUMINIUM  OTHR THAN PRDCTS,CAMEROON,KGS,0,0,10,5546
ALUMINIUM  OTHR THAN PRDCTS,CANADA,KGS,5876,500909,150,72732
ALUMINIUM  OTHR THAN PRDCTS,CHILE,KGS,0,0,120,32721
ALUMINIUM  OTHR THAN PRDCTS,TAIWAN,KGS,5499240,635238547,4286678,524667634
ALUMINIUM  OTHR THAN PRDCTS,CHINA P RP,KGS,23069771,2600519563,5857671,681783416
ALUMINIUM  OTHR THAN PRDCTS,COLOMBIA,KGS,25030,3255110,2628000,302710217
ALUMINIUM  OTHR THAN PRDCTS,CROATIA,KGS,3577,502250,0,0
ALUMINIUM  OTHR THAN PRDCTS,CUBA,KGS,0,0,193000,26836650
ALUMINIUM  OTHR THAN PRDCTS,DJIBOUTI,KGS,1200,166140,0,0
ALUMINIUM  OTHR THAN PRDCTS,DOMINIC REP,KGS,19000,2534447,428000,55522308
ALUMINIUM  OTHR THAN PRDCTS,ECUADOR,KGS,0,0,1377000,181056654
ALUMINIUM  OTHR THAN PRDCTS,EGYPT A RP,KGS,43180,6744698,5701,1762362
ALUMINIUM  OTHR THAN PRDCTS,EL SALVADOR,KGS,41000,5051068,496000,63220433
ALUMINIUM  OTHR THAN PRDCTS,ETHIOPIA,KGS,0,0,299500,59065941
ALUMINIUM  OTHR THAN PRDCTS,FINLAND,KGS,0,0,302,92269
ALUMINIUM  OTHR THAN PRDCTS,FRANCE,KGS,324033,45549425,593590,90081900
ALUMINIUM  OTHR THAN PRDCTS,GERMANY,KGS,767500,131657284,395059,84612014
ALUMINIUM  OTHR THAN PRDCTS,HONG KONG,KGS,80523,23979700,69928,17581895
ALUMINIUM  OTHR THAN PRDCTS,INDONESIA,KGS,6994092,911675340,10008323,1140158078
ALUMINIUM  OTHR THAN PRDCTS,IRAN,KGS,372145,64672459,369752,69775945
ALUMINIUM  OTHR THAN PRDCTS,IRAQ,KGS,0,0,140,9844
ALUMINIUM  OTHR THAN PRDCTS,ISRAEL,KGS,611610,75445133,982000,129427573
ALUMINIUM  OTHR THAN PRDCTS,ITALY,KGS,7506545,851437206,262587,32492778
ALUMINIUM  OTHR THAN PRDCTS,JAPAN,KGS,11728700,1411098335,664677,78724240
ALUMINIUM  OTHR THAN PRDCTS,JORDAN,KGS,66406,13033393,76776,14201339
ALUMINIUM  OTHR THAN PRDCTS,KENYA,KGS,1808554,210420723,846430,100167188
ALUMINIUM  OTHR THAN PRDCTS,KOREA DP RP,KGS,5553010,646532398,1645000,187463473
ALUMINIUM  OTHR THAN PRDCTS,KYRGHYZSTAN,KGS,0,0,10000,950692
ALUMINIUM  OTHR THAN PRDCTS,KOREA RP,KGS,69552735,8044120256,141274545,16596570484
ALUMINIUM  OTHR THAN PRDCTS,KUWAIT,KGS,196591,33165037,215812,42000909
ALUMINIUM  OTHR THAN PRDCTS,LEBANON,KGS,0,0,3000,572075
ALUMINIUM  OTHR THAN PRDCTS,LIECHTENSTEIN,KGS,20000,2547956,0,0
ALUMINIUM  OTHR THAN PRDCTS,LITHUANIA,KGS,500,122188,0,0
ALUMINIUM  OTHR THAN PRDCTS,MALAYSIA,KGS,34444928,3906793503,7909741,915846555
ALUMINIUM  OTHR THAN PRDCTS,MALDIVES,KGS,70,19859,0,0
ALUMINIUM  OTHR THAN PRDCTS,MALI,KGS,56359,7202177,0,0
ALUMINIUM  OTHR THAN PRDCTS,MALTA,KGS,0,0,2,314
ALUMINIUM  OTHR THAN PRDCTS,MAURITIUS,KGS,12,932,0,0
ALUMINIUM  OTHR THAN PRDCTS,MEXICO,KGS,12761172,1571811459,50913374,6484802481
ALUMINIUM  OTHR THAN PRDCTS,MOZAMBIQUE,KGS,0,0,8000,1092986
ALUMINIUM  OTHR THAN PRDCTS,NEPAL,KGS,1900999,226903899,5014554,403482685
ALUMINIUM  OTHR THAN PRDCTS,NETHERLAND,KGS,6871041,807810758,281298,37815577
ALUMINIUM  OTHR THAN PRDCTS,NEW ZEALAND,KGS,27700,7450219,5800,1685136
ALUMINIUM  OTHR THAN PRDCTS,NIGERIA,KGS,264748,44263702,416954,77479287
ALUMINIUM  OTHR THAN PRDCTS,OMAN,KGS,0,0,8094,1307827
ALUMINIUM  OTHR THAN PRDCTS,PAKISTAN IR,KGS,9062,1812728,30454,5052242
ALUMINIUM  OTHR THAN PRDCTS,PANAMA REPUBLIC,KGS,0,0,1782000,216392961
ALUMINIUM  OTHR THAN PRDCTS,PARAGUAY,KGS,85000,11223830,11000,1405928
ALUMINIUM  OTHR THAN PRDCTS,PERU,KGS,0,0,3000,977684
ALUMINIUM  OTHR THAN PRDCTS,PHILIPPINES,KGS,41547,7672326,20681,4016927
ALUMINIUM  OTHR THAN PRDCTS,POLAND,KGS,20000,2367465,0,0
ALUMINIUM  OTHR THAN PRDCTS,PORTUGAL,KGS,0,0,16749,4138053
ALUMINIUM  OTHR THAN PRDCTS,QATAR,KGS,0,0,40,4481
ALUMINIUM  OTHR THAN PRDCTS,ROMANIA,KGS,3100,387300,0,0
ALUMINIUM  OTHR THAN PRDCTS,RWANDA,KGS,284,43658,0,0
ALUMINIUM  OTHR THAN PRDCTS,SAUDI ARAB,KGS,3951664,495286799,3798431,448462947
ALUMINIUM  OTHR THAN PRDCTS,SERBIA MONTNGRO,KGS,0,0,101000,13113538
ALUMINIUM  OTHR THAN PRDCTS,SIERRA LEONE,KGS,0,0,220,322435
ALUMINIUM  OTHR THAN PRDCTS,SINGAPORE,KGS,32972882,3890156776,6160200,748394510
ALUMINIUM  OTHR THAN PRDCTS,SOLOMON IS,KGS,41000,5051068,0,0
ALUMINIUM  OTHR THAN PRDCTS,SOUTH AFRICA,KGS,1183,311953,1285103,174500916
ALUMINIUM  OTHR THAN PRDCTS,SPAIN,KGS,2903004,345732606,554066,76973324
ALUMINIUM  OTHR THAN PRDCTS,SRI LANKA DSR,KGS,133563,24371813,154137,30771177
ALUMINIUM  OTHR THAN PRDCTS,SWEDEN,KGS,293489,39159250,257877,33860572
ALUMINIUM  OTHR THAN PRDCTS,SWITZERLAND,KGS,157920,13982193,497000,64548310
ALUMINIUM  OTHR THAN PRDCTS,SYRIA,KGS,18937,4192464,6000,1852111
ALUMINIUM  OTHR THAN PRDCTS,TANZANIA REP,KGS,1365,378309,10580,1753281
ALUMINIUM  OTHR THAN PRDCTS,THAILAND,KGS,680934,90242530,2294602,276725765
ALUMINIUM  OTHR THAN PRDCTS,TRINIDAD,KGS,222000,27480417,0,0
ALUMINIUM  OTHR THAN PRDCTS,TURKEY,KGS,15529479,1838740308,17376078,1973570736
ALUMINIUM  OTHR THAN PRDCTS,UGANDA,KGS,109,76447,5210,807591
ALUMINIUM  OTHR THAN PRDCTS,U ARAB EMTS,KGS,419487,58544392,329911,62882986
ALUMINIUM  OTHR THAN PRDCTS,U K,KGS,260080,26228345,608,166759
ALUMINIUM  OTHR THAN PRDCTS,UKRAINE,KGS,39000,4667214,145000,17535947
ALUMINIUM  OTHR THAN PRDCTS,U S A,KGS,3757591,489327182,795638,120265147
ALUMINIUM  OTHR THAN PRDCTS,URUGUAY,KGS,0,0,81000,10861658
ALUMINIUM  OTHR THAN PRDCTS,VIETNAM SOC REP,KGS,15090660,1747198022,11785298,1356859878
ALUMINIUM  OTHR THAN PRDCTS,YEMEN REPUBLC,KGS,69040,1565757,12500,1665881
ALUMINIUM  OTHR THAN PRDCTS,ZAMBIA,KGS,0,0,2400,529440
ALUMINIUM  OTHR THAN PRDCTS,ZIMBABWE,KGS,10396,2199479,0,0
ALUMINIUM  OTHR THAN PRDCTS,UNSPECIFIED,KGS,125932,30458771,0,0
NON-FERROUS METALS,AFGHANISTAN TIS,,0,75486520,0,185889863
NON-FERROUS METALS,ALGERIA,,0,530774,0,1949216
NON-FERROUS METALS,ANGOLA,,0,1171408,0,14292
NON-FERROUS METALS,ARGENTINA,,0,1443500,0,6952115
NON-FERROUS METALS,ARMENIA,,0,0,0,508634
NON-FERROUS METALS,AUSTRALIA,,0,308674534,0,360265246
NON-FERROUS METALS,AUSTRIA,,0,57265156,0,57003527
NON-FERROUS METALS,AZERBAIJAN,,0,0,0,326692
NON-FERROUS METALS,BAHARAIN IS,,0,14965084,0,91475883
NON-FERROUS METALS,BANGLADESH PR,,0,397239289,0,379268737
NON-FERROUS METALS,BELGIUM,,0,703086365,0,1866082294
NON-FERROUS METALS,BENIN,,0,21441167,0,21735617
NON-FERROUS METALS,BHUTAN,,0,3942534,0,700000
NON-FERROUS METALS,BOTSWANA,,0,9909089,0,1767677
NON-FERROUS METALS,BRAZIL,,0,457635956,0,526370094
NON-FERROUS METALS,BR VIRGN IS,,0,1669,0,0
NON-FERROUS METALS,BRUNEI,,0,0,0,696007
NON-FERROUS METALS,BULGARIA,,0,321693,0,422180
NON-FERROUS METALS,BURKINA FASO,,0,0,0,280321
